date,m1,m1_odds,m1_win,m2,m2_odds,m2_win,combined_odds,both_win,pnl,bankroll
2024-12-07 00:00:00,Bayern Munich vs Heidenheim,1.1,True,Leeds vs Derby,1.36,True,1.496,True,49.6,1937.5
2024-12-08 00:00:00,Ath Madrid vs Sevilla,1.38,True,Lens vs Montpellier,1.36,True,1.877,True,87.68,2025.18
2024-12-14 00:00:00,Arsenal vs Everton,1.22,False,Liverpool vs Fulham,1.33,False,1.623,False,-100.0,1925.18
2024-12-15 00:00:00,Barcelona vs Leganes,1.13,False,Ath Madrid vs Getafe,1.4,True,1.582,False,-100.0,1825.18
2024-12-20 00:00:00,Bayern Munich vs RB Leipzig,1.2,True,Girona vs Valladolid,1.38,True,1.656,True,65.6,1890.78
2024-12-21 00:00:00,Leeds vs Oxford,1.14,True,Leverkusen vs Freiburg,1.38,True,1.573,True,57.32,1948.1
2024-12-22 00:00:00,Real Madrid vs Sevilla,1.33,True,Atalanta vs Empoli,1.29,True,1.716,True,71.57,2019.67
2024-12-26 00:00:00,Liverpool vs Leicester,1.08,True,Man City vs Everton,1.33,False,1.436,False,-100.0,1919.67
2025-01-04 00:00:00,Lyon vs Montpellier,1.33,True,Man City vs West Ham,1.3,True,1.729,True,72.9,1992.57
2025-01-05 00:00:00,Liverpool vs Man United,1.29,False,Marseille vs Le Havre,1.3,True,1.677,False,-100.0,1892.57
