date,m1,m1_odds,m1_win,m2,m2_odds,m2_win,combined_odds,both_win,pnl,bankroll
2024-10-26 00:00:00,Man City vs Southampton,1.11,True,Stuttgart vs Holstein Kiel,1.22,True,1.354,True,35.42,-1017.37
2024-10-30 00:00:00,Atalanta vs Monza,1.3,True,Juventus vs Parma,1.4,False,1.82,False,-100.0,-1117.37
2024-11-02 00:00:00,Leeds vs Plymouth,1.18,True,Bayern Munich vs Union Berlin,1.18,True,1.392,True,39.24,-1078.13
2024-11-03 00:00:00,Barcelona vs Espanol,1.13,True,Inter vs Venezia,1.17,True,1.322,True,32.21,-1045.92
2024-11-09 00:00:00,Real Madrid vs Osasuna,1.2,True,Leeds vs QPR,1.25,True,1.5,True,50.0,-995.92
2024-11-10 00:00:00,Tottenham vs Ipswich,1.25,False,Lyon vs St Etienne,1.33,True,1.662,False,-100.0,-1095.92
2024-11-22 00:00:00,Bayern Munich vs Augsburg,1.13,True,Paris SG vs Toulouse,1.36,True,1.537,True,53.68,-1042.24
2024-11-23 00:00:00,Leverkusen vs Heidenheim,1.2,True,Stuttgart vs Bochum,1.29,True,1.548,True,54.8,-987.44
2024-11-30 00:00:00,Barcelona vs Las Palmas,1.17,False,Paris SG vs Nantes,1.22,False,1.427,False,-100.0,-1087.44
2024-12-07 00:00:00,Bayern Munich vs Heidenheim,1.1,True,Leverkusen vs St Pauli,1.25,True,1.375,True,37.5,-1049.94
2024-12-08 00:00:00,Lens vs Montpellier,1.36,True,Ath Madrid vs Sevilla,1.38,True,1.877,True,87.68,-962.26
2024-12-14 00:00:00,Arsenal vs Everton,1.22,False,Sheffield United vs Plymouth,1.25,True,1.525,False,-100.0,-1062.26
2024-12-15 00:00:00,Barcelona vs Leganes,1.13,False,Chelsea vs Brentford,1.33,True,1.503,False,-100.0,-1162.26
2024-12-20 00:00:00,Bayern Munich vs RB Leipzig,1.2,True,Girona vs Valladolid,1.38,True,1.656,True,65.6,-1096.66
2024-12-21 00:00:00,Leeds vs Oxford,1.14,True,Leverkusen vs Freiburg,1.38,True,1.573,True,57.32,-1039.34
2024-12-22 00:00:00,Atalanta vs Empoli,1.29,True,Real Madrid vs Sevilla,1.33,True,1.716,True,71.57,-967.77
2024-12-26 00:00:00,Liverpool vs Leicester,1.08,True,Man City vs Everton,1.33,False,1.436,False,-100.0,-1067.77
2025-01-04 00:00:00,Man City vs West Ham,1.3,True,Lyon vs Montpellier,1.33,True,1.729,True,72.9,-994.87
2025-01-05 00:00:00,Liverpool vs Man United,1.29,False,Marseille vs Le Havre,1.3,True,1.677,False,-100.0,-1094.87
2025-01-11 00:00:00,Milan vs Cagliari,1.33,False,Freiburg vs Holstein Kiel,1.4,True,1.862,False,-100.0,-1194.87
2025-01-12 00:00:00,Paris SG vs St Etienne,1.09,True,Napoli vs Verona,1.25,True,1.362,True,36.25,-1158.62
2025-01-15 00:00:00,Bayern Munich vs Hoffenheim,1.13,True,Newcastle vs Wolves,1.36,True,1.537,True,53.68,-1104.94
2025-01-18 00:00:00,Bayern Munich vs Wolfsburg,1.17,True,Leverkusen vs M'gladbach,1.27,True,1.486,True,48.59,-1056.35
2025-01-19 00:00:00,Real Madrid vs Las Palmas,1.14,True,Inter vs Empoli,1.25,True,1.425,True,42.5,-1013.85
2025-01-25 00:00:00,Liverpool vs Ipswich,1.08,True,Sunderland vs Plymouth,1.25,False,1.35,False,-100.0,-1113.85
