date,m1,m1_odds,m1_win,m2,m2_odds,m2_win,combined_odds,both_win,pnl,bankroll
2022-08-20 00:00:00,Tottenham vs Wolves,1.4,True,Inter vs Spezia,1.16,True,1.624,True,62.4,-824.52
2022-08-21 00:00:00,Rennes vs Ajaccio,1.4,True,Napoli vs Monza,1.33,True,1.862,True,86.2,-738.32
2022-08-27 00:00:00,Bayern Munich vs M'gladbach,1.18,False,Liverpool vs Bournemouth,1.1,True,1.298,False,-100.0,-838.32
2022-08-28 00:00:00,Barcelona vs Valladolid,1.14,True,Paris SG vs Monaco,1.18,False,1.345,False,-100.0,-938.32
2022-08-30 00:00:00,Roma vs Monza,1.3,True,Inter vs Cremonese,1.14,True,1.482,True,48.2,-890.12
2022-08-31 00:00:00,Marseille vs Clermont,1.36,True,Lyon vs Auxerre,1.28,True,1.741,True,74.08,-816.04
2022-09-03 00:00:00,Real Madrid vs Betis,1.4,True,Lyon vs Angers,1.28,True,1.792,True,79.2,-736.84
2022-09-10 00:00:00,Napoli vs Spezia,1.25,True,Bayern Munich vs Stuttgart,1.14,False,1.425,False,-100.0,-836.84
2022-09-11 00:00:00,Rennes vs Auxerre,1.4,True,Juventus vs Salernitana,1.4,False,1.96,False,-100.0,-936.84
2022-09-17 00:00:00,Barcelona vs Elche,1.08,True,Dortmund vs Schalke 04,1.36,True,1.469,True,46.88,-889.96
2022-09-30 00:00:00,Bayern Munich vs Leverkusen,1.36,True,Ath Bilbao vs Almeria,1.33,True,1.809,True,80.88,-809.08
2022-10-01 00:00:00,Paris SG vs Nice,1.16,True,Liverpool vs Brighton,1.33,False,1.543,False,-100.0,-909.08
2022-10-02 00:00:00,Lazio vs Spezia,1.4,True,Real Madrid vs Osasuna,1.3,False,1.82,False,-100.0,-1009.08
2022-10-08 00:00:00,Man City vs Southampton,1.11,True,Chelsea vs Wolves,1.4,True,1.554,True,55.4,-953.68
2022-10-09 00:00:00,Roma vs Lecce,1.33,True,Barcelona vs Celta,1.28,True,1.702,True,70.24,-883.44
